	Region	Difumo_Component	Difumo_names	Yeo_networks7	Yeo_networks17	GM	WM	CSF	x	y	z
36	37	31	Lateral occipital cortex anterior RH	VisCent	VisCent	0.6785899500072388	0.1415051126309147	0.0704837035871912	55.12791459699824	-66.67573981574547	1.5801961304087087
37	38	32	Middle frontal gyrus mid-posterior inferior RH	ContA	ContB	0.5611780968102188	0.285235431157064	0.0754674292579927	46.04297938265063	22.52476715544816	36.10634460056093
38	39	33	Parieto-occipital sulcus middle LH	VisCent	VisPeri	0.3407164939936505	0.4220395470379335	0.0380869022100136	-16.983702212628245	-76.01452891338873	23.19354392099207
39	40	34	Frontomarginal gyrus LH	DefaultB	DefaultA	0.449409398945229	0.1789527120194929	0.0618954727334925	-19.95706471009464	66.69705471891757	10.091476611528051
40	41	35	Corpus callosum splenium	No network found	No network found	0.3244963726978511	0.2331319758534334	0.3857068242754961	0.3437753895212978	-36.831485378727834	6.039804732936588
41	42	36	Cingulate cortex mid-anterior LH	SalVentAttnA	SalVentAttnB	0.4953061156648735	0.227865309366237	0.0262821284050905	-9.50102438291367	27.174977076963557	27.93439331529183
42	43	37	Middle frontal gyrus posterior inferior RH	ContA	ContB	0.4367235380916121	0.2997856223683809	0.0418097949873339	40.743700881453094	7.006700288922872	42.4261894557758
43	44	38	Thalamus LH	No network found	No network found	0.5789545160886055	0.4168072088964857	0.0002156422964691	-10.52626141006516	-11.410230505019342	6.861316769998226
44	45	39	Fusiform gyrus anterior RH	VisCent	VisCent	0.8085212268117221	0.0767233006059454	0.1050323878296779	25.880268089617672	-40.66624238928421	-19.382305384053318
45	46	40	Precentral sulcus middle LH	DorsAttnB	DorsAttnB	0.3224774762180997	0.6539418164858194	0.0096102181169283	-34.22021947159961	-6.252325984431991	45.89751393222082
46	47	41	Central opercular cortex LH	SalVentAttnA	SomMotB	0.5211555149969195	0.1362655791177889	0.0717135727652607	-53.82415411314654	-1.0441179801651401	6.3941335918088384
47	48	42	Cerebellum VI superior	No network found	VisPeri	0.7317143484051292	0.0122729178652749	0.2401110447473457	-9.199373424700724	-67.26979827763891	-13.605500356428792
48	49	43	Corpus callosum genu superior	No network found	No network found	0.1775215382930043	0.6271779213329457	0.1195863075971712	-12.910077156086558	18.77790658560241	18.17847064599161
49	50	44	Cerebrospinal fluid (between precentral gyrus and skull)	SomMotA	SomMotA	0.3510201686189798	0.1598185220397504	0.1161506825124818	35.695675084586355	-22.79964515460746	71.49755711157215
50	51	45	Heschl’s gyrus posterior RH	SomMotA	SomMotB	0.7371734684970531	0.0936091421056001	0.1667692287121032	55.126338219727614	-16.620589863836614	10.140710858976234
51	52	46	Lingual gyrus posterior RH	VisCent	VisPeri	0.3873840387295783	0.2950456889087746	0.0174156524595498	12.596852562045214	-77.23759097626238	-4.672838936802819
52	53	47	Corticospinal tract middle RH	DorsAttnB	ContA	0.1757517093655648	0.6383549621484139	0.0049449401556233	36.5402995132018	-1.9364838249792342	37.29855273876848
53	54	48	Superior frontal sulcus mid-posterior LH	DefaultB	ContB	0.4014999457439079	0.5176388538520339	0.0290575825115945	-29.12957900660932	11.964968610410182	47.44185510624945
54	55	49	Cerebellum VI superior RH	VisCent	VisPeri	0.6486513784055565	0.010969427346429	0.1619143698710624	12.32629985490341	-63.83274244228815	-12.469101999906783
55	56	50	Thalamus inferior	No network found	No network found	0.5267115854811969	0.099112507674498	0.1699820121314212	0.4511492208229413	-16.782520410431744	-3.2258095947841525
56	57	51	Lateral fissure superior RH	No network found	SomMotB	0.0768241368370533	0.514318262231531	0.0006483665379789	40.27152570234688	-22.937563660593085	25.93557186102015
57	58	52	Superior parietal lobule postero-superior RH	DorsAttnB	DorsAttnA	0.4225139843062001	0.1630296894312461	0.0864631793667779	14.694619024281394	-72.47332870593301	60.49022793181436
58	59	53	Temporal pole superior RH	DefaultB	DefaultB	0.6502266930448659	0.1289215489021983	0.0652381008209305	51.53424775327272	8.14901534373351	-27.63429272318723
59	60	54	Retrosplenial cortex	No network found	No network found	0.1580496399016598	0.0062542642767825	0.611946385686002	0.06235436515723336	-35.825806874353134	-1.127527079805219
60	61	55	Middle temporal gyrus middle superior LH	DefaultB	DefaultB	0.6167891772016105	0.0662777993839755	0.0671581486815908	-66.48533087088632	-34.00579221703252	-0.8348359245171793
61	62	56	Anterior insula inferior LH	SalVentAttnA	SalVentAttnA	0.622496856167213	0.135408238170489	0.1401048089986943	-33.454610864522216	8.6369297752141	-15.879973394486278
62	63	57	Arcuate fasciculus anterior RH	ContA	ContA	0.3038359534084412	0.5451689573706752	0.0151809707622165	41.74404610307391	22.268479333634588	18.711035175921253
63	64	58	Hippocampal fissure	No network found	DefaultC	0.1519867743129325	0.0494747991760253	0.0237696660576367	-22.048534542462676	-28.77625821330328	-11.356269694633113
64	65	58	Hippocampal fissure	No network found	DefaultC	0.3355050455358901	0.1108238135696375	0.0574322058801183	26.29312240539656	-25.67602431753143	-11.162718504758232
65	66	59	Corpus callosum isthmus inferior	No network found	ContC	0.0935760717237894	0.8422865916457403	0.0016888043114939	-9.088858816661414	-41.961451615655506	15.360386411381413
66	67	60	Calcarine sulcus posterior LH	VisCent	VisCent	0.4026687807231069	0.3014299004579216	0.0211525084980159	-13.832938238201336	-90.20610364390214	-6.617131148205701
67	68	61	Parieto-occipital sulcus posterior LH	VisCent	ContC	0.5596072002580701	0.1301299953203041	0.1484694935554417	-6.904878000718739	-74.74056289330778	28.995520571793648
68	69	62	Ventromedial prefrontal cortex posterior 	LimbicA	LimbicB	0.6444337458997078	0.1382348148296351	0.0729422191122134	-1.1281145182997534	36.05816093489693	-14.575742419669034
69	70	63	Superior frontal sulcus middle LH	DefaultB	ContB	0.4785278495689825	0.1352602718242975	0.1127620973615671	-24.263276242210026	18.180698930487807	54.52514216012102
70	71	64	Cerebellum V LH	No network found	No network found	0.3689862681350424	0.2245442692986292	0.019866585197259	-23.81350878976312	-38.24827440750711	-32.66715576963618
71	72	65	Parahippocampal sulcus	VisCent	DefaultC	0.1885115098120104	0.0459351370702125	0.0177358840173491	-17.404619566002253	-40.358770421810405	-8.896011613804518
72	73	65	Parahippocampal sulcus	VisCent	DefaultC	0.4911858545305373	0.1405153120182038	0.0708949481365714	18.778491388561108	-36.9760023577476	-10.637475321997883
73	74	66	Middle frontal gyrus mid-anterior RH	ContA	SalVentAttnB	0.5194077838322596	0.2059098498585704	0.0528603298821381	39.99172774023262	51.54929645572139	13.83100688165122
74	75	67	Superior temporal sulcus anterior RH	DefaultB	TempPar	0.6816790473378267	0.1253192783267439	0.0910071517157972	54.989911668360946	-1.8339872967354154	-18.50982412695796
75	76	68	Dorsomedial prefrontal cortex RH	DefaultB	DefaultB	0.3637690014561811	0.2937489556966182	0.0324336478781962	7.398551638170204	49.10942159517603	29.878780961471833
76	77	69	Putamen superior RH	No network found	No network found	0.4261219797118014	0.4708810830510685	0.000587871956551	29.693217002750657	-3.0096078726675444	8.144541263074942
77	78	70	Posterior cingulate cortex anterior	DefaultB	DefaultA	0.7024661281576748	0.1330348641933066	0.0925724621643465	-0.10737776020296508	-34.47222540730442	33.061522218082885
78	79	71	Heschl’s gyrus posterior LH	SomMotA	SomMotB	0.5060117908297886	0.1600774115440167	0.0845481366177866	-45.835982203894545	-27.113727529200048	12.44127855104243
79	80	72	Internal capsule anterior limb inferior	No network found	No network found	0.338707053041767	0.1100032916466516	0.0001659554484486	-15.953815176179333	12.647381080002589	-5.011028432952244
80	81	72	Internal capsule anterior limb inferior	No network found	No network found	0.1965695881260716	0.0583798457432946	8.023758991205987e-05	13.995152171070416	13.112584321457689	-4.763575053275872
81	82	73	Angular gyrus postero-inferior LH	DefaultB	TempPar	0.5818583235950284	0.1350042991070381	0.0783111801275795	-53.69755967729873	-65.67396800760488	20.49894717815981
82	83	74	Superior corona radiata posterior LH	No network found	No network found	0.0308323146025967	0.7234554243132952	0.0002130406359922	-22.457449257108905	-22.892253645415067	48.49216646681087
83	84	75	Calcarine cortex anterior RH	VisCent	VisPeri	0.6194315869830597	0.1688759270803647	0.070953073391077	17.751459383817078	-62.06175959981162	6.5909873597390884
84	85	76	Fusiform gyrus anterior LH	VisCent	DefaultC	0.7330541822450984	0.0204731755113496	0.0924232337589667	-25.05154576539509	-38.0035882703002	-24.57496609696971
85	86	77	Supramarginal gyrus antero-inferior RH	SalVentAttnA	SalVentAttnA	0.6345653492404917	0.0697434644576351	0.1533638205639001	63.654572268479	-21.415933859774384	16.45226751683282
86	87	78	Central sulcus mid-superior LH	SomMotA	SomMotA	0.4642805221868961	0.4323369576619231	0.083878743308618	-38.41530289064708	-14.704035619024296	45.52956829508268
87	88	79	Cerebrospinal fluid (between Central sulcus and skull)	SomMotA	SomMotA	0.0924965544446244	0.0239924064697609	0.0294677409298979	-13.348103840482167	-25.436872165584546	81.60476063280998
88	89	79	Cerebrospinal fluid (between Central sulcus and skull)	SomMotA	SomMotA	0.0647399801761845	0.0147111107082606	0.0215632595648553	12.302561834736636	-25.116665149648668	81.42614830971405
89	90	80	Putamen posterior RH	No network found	SomMotB	0.353682857662895	0.5402716833021547	0.004873423576293	31.194545593252784	-19.92170042194215	3.1929321090112097
90	91	81	Intracalcarine cortex	No network found	No network found	0.0176333290125472	0.1709131878486934	0.0002550095382464	-19.36001786432284	-84.56010038350342	11.444174845999356
91	92	81	Intracalcarine cortex	No network found	No network found	0.0887153241703969	0.5799832667962835	0.0095479169934274	22.172225952517422	-81.3428113191975	11.052904675099683
92	93	82	Uncinate fasciculus	No network found	No network found	0.2769798130397501	0.0540246028011049	0.0008950524976169	-22.737734506475476	8.2575789749109	-9.992431034715722
93	94	82	Uncinate fasciculus	No network found	No network found	0.41985452245115	0.0868025669229732	0.0020351234442568	22.061317107856453	8.017096301367218	-9.731898253943584
94	95	83	Planum temporale anterior LH	SomMotA	SomMotB	0.5718545507019597	0.1534335939631492	0.112429268068191	-62.694460054253554	-23.985107089741618	12.59348564440954
95	96	84	Cerebellum VIIIab	No network found	No network found	0.3267056118222575	0.0581150893613596	0.0022726939279081	-25.394206309377594	-52.825470489902486	-53.02742219249583
96	97	84	Cerebellum VIIIab	No network found	No network found	0.3584429343970836	0.0614204779702039	0.0026417855232773	23.551748321965718	-53.065389691168676	-53.09949537318633
97	98	85	Cerebellum Crus I RH	No network found	No network found	0.5811521439552908	0.0399792662234658	0.1033383196480654	22.3887947289808	-85.82721463658956	-24.12147322131881
98	99	86	Cingulate mid-anterior RH	DefaultB	DefaultA	0.631592205193224	0.1302910819837491	0.0617986484091566	9.070018266642847	42.81269766778516	15.615201074215946
99	100	87	Cerebrospinal fluid (between middle frontal gyrus and skull)	ContA	ContB	0.3783383321799218	0.0324288188660144	0.0863148989764108	39.72644461722854	23.955676374120316	54.00074337032808
100	101	88	Cerebrospinal fluid (between superior parietal lobule and skull)	DorsAttnB	DorsAttnA	0.3775518357207613	0.0947385032708505	0.1198167941479705	-24.00655754445563	-66.92169655751289	65.41794284130634
101	102	88	Cerebrospinal fluid (between superior parietal lobule and skull)	DorsAttnB	DorsAttnA	0.0671963681117615	0.0090744483874573	0.0231946602306812	17.067735222442252	-70.39781750596181	65.89731771762564
102	103	89	Superior longitudinal fasciculus I mid-anterior LH	No network found	No network found	0.0111486998880129	0.7582903559533437	5.689792472728467e-05	-24.348873867358876	8.948988265013213	32.272020936644964
103	104	90	Middle frontal gyrus middle LH	SalVentAttnA	SalVentAttnB	0.5209947699426293	0.2555259733642872	0.0446478386980191	-35.60452933919971	36.8414058280423	32.86651713565209
104	105	91	Lateral occipital cortex antero-inferior RH	VisCent	VisCent	0.4818338727209418	0.2647224174888994	0.0300021171368056	45.82414767872589	-75.18584067763334	-4.439056509654463
105	106	92	Hippocampus posterior inferior	No network found	DefaultC	0.168290752325797	0.033362029021317	0.133603648697448	-13.835275908933482	-30.927903884198358	-7.049342585097364
106	107	92	Hippocampus posterior inferior	No network found	DefaultC	0.1942663036012158	0.0451314646364549	0.1556065920534529	13.087021358857172	-30.551876414178807	-6.593603392472247
107	108	93	Posterior corona radiata RH	No network found	No network found	0.0228988053229655	0.8057717305310638	4.164606330103957e-05	22.381697190601358	-53.20043304121626	32.44874796462612
108	109	94	Supracalcarine cortex RH	VisCent	VisPeri	0.6070978711329791	0.1312680829908717	0.1084072160942856	3.179361384256751	-81.96422285376292	6.651746675950548
109	110	95	Thalamus superior	No network found	No network found	0.3607197530395904	0.0790760150609294	0.0032399147000385	10.236580680238745	-21.54190311335985	10.597346243176176
110	111	96	Cingulate anterior	DefaultB	DefaultA	0.7072273237878077	0.0449502966337999	0.2086778319451886	-0.06816960580366072	49.64624108441805	3.3288518913136613
111	112	97	Lateral occipital cortex mid-anterior RH	DorsAttnB	DefaultC	0.3352479868045672	0.3624033177565517	0.0145808499828917	43.586228695561005	-68.89722408057337	25.724069772550607
112	113	98	Cerebellum IX middle	No network found	No network found	0.2186305940685952	0.1008712971730702	0.0314411547628291	-14.807538780938131	-42.990696462197334	-45.12611379598164
113	114	98	Cerebellum IX middle	No network found	No network found	0.3186340621778377	0.2087497237456549	0.0431555399374632	15.2447781629904	-44.43166743494912	-45.11318832940535
114	115	99	Lateral ventricle RH	No network found	No network found	0.2753002744016116	0.250989488623931	0.2014075257684635	17.952506773506173	-17.65139949171025	24.089612204398932
115	116	100	Central sulcus inferior	SomMotA	SomMotB	0.0492807470006282	0.0631797253292386	0.0065341815577722	-38.9191879749473	-19.768376874990352	40.513906926888154
116	117	100	Central sulcus inferior	SomMotA	SomMotB	0.4186037372664697	0.295388633513885	0.0559654923573044	42.77668422225051	-15.14749450425505	38.0017426564534
117	118	101	Lateral occipital cortex superior RH	ContA	ContB	0.5559837338352441	0.1647009935904299	0.0865312526676119	40.017025654596466	-73.43071011289287	47.563419851961896
118	119	102	Occipital pole superior LH	VisCent	VisCent	0.3450210166876856	0.4547088314094455	0.0205571016018289	-23.90706895004891	-92.92308444462253	5.630944690901913
119	120	103	Inferior temporal sulcus mid-posterior LH	ContA	ContB	0.5730679089070794	0.3196351412846068	0.0276530432658103	-56.80797217470582	-44.086500256118654	-12.805094730613305
120	121	104	Cingulate sulcus mid-posterior	SalVentAttnA	SalVentAttnA	0.667401972119932	0.04275513869913	0.1622135744536603	0.6393708921778085	0.6224996167159702	40.92884717522192
121	122	105	Angular gyrus mid-superior RH	DefaultB	ContB	0.4662845846522834	0.3215529783435204	0.0453239283272924	51.03793250426844	-54.67003814749998	43.01573943662754
122	123	106	Inferior rostral gyrus RH	DefaultB	DefaultA	0.347460603603734	0.4701440107831345	0.0164416530338205	11.359443408266173	46.42922605570567	-10.078373931516396
123	124	107	External capsule posterior inferior LH	SomMotA	SomMotB	0.2076169771181769	0.569350813077142	0.0058219710667934	-33.215983888459334	-23.846561255371043	1.391047919547347
124	125	108	Middle cerebellar peduncle superior	No network found	No network found	0.4503714306948872	0.35478027893581	0.0148682649793243	-0.33663773498760463	-24.023995110029887	-22.59462331399503
125	126	109	Cerebrospinal fluid (between middle frontal gyrus superior and skull LH)	SalVentAttnA	SalVentAttnB	0.5713678120035441	0.0558604952733354	0.1223911551193378	-32.74614529136312	42.77267274553944	41.76511082827726
126	127	110	Inferior frontal sulcus anterior LH	ContA	ContA	0.4772896358628709	0.1706967999710242	0.0539551084403644	-46.83028974168269	34.34829885353503	19.373630390360773
127	128	111	Hippocampus posterior superior	No network found	No network found	0.2990412973086614	0.0729555622863908	0.06052684019443	-13.520563362917187	-31.50098304361812	-1.3076672389882447
128	129	111	Hippocampus posterior superior	No network found	No network found	0.1458525469502739	0.0317509085056166	0.0232996294426951	12.383904744580136	-30.430885091816307	-0.710689812078229
129	130	112	Superior frontal gyrus mid-posterior RH	ContA	ContB	0.3949567115390401	0.3279399185815284	0.0309547870405775	14.97377760310026	17.941233659674225	58.996397685167665
130	131	113	Middle temporal gyrus mid-anterior lateral LH	DefaultB	DefaultB	0.5852519349355781	0.0691069674248487	0.0603378846953379	-53.88617079407374	6.692825347368	-24.55005047037716
131	132	114	Callosomarginal sulcus inferior	SomMotA	SomMotA	0.63297412032379	0.0225332941631518	0.2153096328422298	-0.15188839750298655	-23.010829468718967	45.872723513487855
132	133	115	Inferior fronto-occipital fasciculus anterior RH	No network found	ContA	0.0899416864461901	0.7428275632016663	0.0007802851231851	31.833461699747403	34.53003265948419	17.632828442147144
133	134	116	Pars opercularis LH	DefaultB	DefaultB	0.4835832060392434	0.2999563523832604	0.04739062973603	-51.90871549175781	20.129844731844344	11.159562324627075
134	135	117	Lingual gyrus mid-posterior RH	VisCent	VisPeri	0.5860683729713623	0.0994193873802549	0.1330710393123715	0.7867365421762571	-80.08116654995383	-5.129311900552736
135	136	118	Inferior frontal gyrus posterior RH	ContA	ContA	0.4011210649797651	0.0273085054433113	0.1292750732420194	59.868605868920014	24.937863053458756	18.96115153674741
136	137	119	Lateral ventricles anterior	No network found	No network found	0.1796714614585103	0.1660546510994191	0.1342781848365773	-12.9590324670948	-34.967306720996916	11.745828344231
137	138	119	Lateral ventricles anterior	No network found	No network found	0.1728623279814408	0.1226963400207109	0.1330480503860198	12.91230577508027	-33.8523587396283	12.402598317364664
138	139	120	Cerebellum Crus I lateral LH	DorsAttnB	DorsAttnA	0.6620867957628247	0.0235171406936931	0.1453474956491594	-43.92082089572911	-58.14032914760776	-25.788357700221916
139	140	121	Fusiform gyrus mid-anterior RH	VisCent	VisCent	0.6742463850461499	0.0547999236140189	0.0788985176282494	34.29381969884139	-53.827917152811025	-20.79784189289233
140	141	122	Inferior occipital gyrus anterior LH	DorsAttnB	DorsAttnA	0.6101062179438511	0.0710545751614288	0.0882710842444439	-50.4126175594874	-62.42195157265212	-17.876476730983562
141	142	123	Middle temporal gyrus middle LH	DefaultB	DefaultB	0.7679346336830863	0.1601000888509294	0.0625072752398026	-63.86280115500685	-13.60799480566078	-13.105685195241577
142	143	124	Callosomarginal sulcus superior RH	SomMotA	DorsAttnB	0.4129921913941402	0.3368506707725482	0.1272692256428229	14.103852343304538	-44.631484666894295	72.00319706465683
143	144	125	Corona radiata antero-superior	No network found	DorsAttnB	0.0477215672075203	0.684092278704553	0.0001559549249486	-17.594182933005243	-4.085608589108233	48.87211882009156
144	145	125	Corona radiata antero-superior	No network found	DorsAttnB	0.006422301477223	0.1128520594440812	9.044261473841189e-06	16.43726221193019	4.137362865722508	47.974397552528714
145	146	126	Ventrolateral prefrontal cortex LH	ContA	ContB	0.6173694303207574	0.2519506471145705	0.0652872196849003	-41.81942050420326	51.867402749181764	6.591817158523227
146	147	127	Superior parts of central and postcentral sulci LH	SomMotA	SomMotA	0.3513828097828881	0.3612199258642863	0.0923937405284883	-26.496823690907206	-29.808995465693727	64.55067240644755
147	148	128	Precuneus middle LH	DefaultB	ContC	0.5617716799748437	0.1453009823138463	0.1271224246126733	-4.8857228071355365	-58.236389834406154	42.80700310437308
148	149	129	Supramarginal gyrus posterior RH	SalVentAttnA	SalVentAttnB	0.5218474550922553	0.0907056592026654	0.0924473827068467	66.63119052955543	-36.25045997390694	31.507594459823366
149	150	130	Collateral sulcus posterior	VisCent	DefaultC	0.2594342109668545	0.0209792361322892	0.0309772205284835	-24.232891438910528	-47.431131135906014	-11.890733309089512
150	151	130	Collateral sulcus posterior	VisCent	DefaultC	0.4793484138836934	0.1180744375509093	0.0351008883977362	29.68489903028754	-42.07800458414714	-9.936276425709309
151	152	131	Thalamus lateral LH	No network found	No network found	0.2336346765165672	0.4718133615976138	0.0060518300236213	-23.364748894999593	-29.56851775908474	3.667136793803536
152	153	132	Precentral gyrus mid-inferior LH	SomMotA	SomMotB	0.5196887403141494	0.1456291183198785	0.0626709821682867	-61.163350868668694	7.254677636886839	28.350774079333334
153	154	133	Occipitotemporal sulcus mid-anterior RH	DorsAttnB	DorsAttnA	0.6032753715922169	0.3000821122196055	0.0257749040173515	45.611784748931626	-41.16521894650488	-19.261029735195358
154	155	134	Subgenual cortex	LimbicA	LimbicB	0.5464332858005228	0.2148294305507518	0.0748100312467849	0.3090711955712777	27.170205648869796	-7.904642592501972
155	156	135	Inferior frontal gyrus anterior RH	ContA	ContB	0.4452090368368716	0.3131352371218256	0.030017768536762	42.77178550562775	46.222914301973816	-7.468077377694229
156	157	136	Superior temporal sulcus mid-posterior LH	DefaultB	TempPar	0.6689052016342916	0.1866890396723618	0.0585186566008754	-56.66819003853622	-38.14814837267937	4.1002464043568665
157	158	137	Cuneus posterior	VisCent	VisCent	0.2436579588962457	0.2713439290875949	0.0116595304647686	-11.126041811896457	-95.03270302308184	13.524331254895458
158	159	137	Cuneus posterior	VisCent	VisCent	0.1515672562972527	0.2448035171582068	0.006358933734315	13.071011038031443	-92.49089691707131	14.535698613076164
159	160	138	Forceps minor anterior LH	DefaultB	ContB	0.2221789409581795	0.4604719218509057	0.0141519060659602	-19.40381306042444	58.86923933696721	2.0216653993649487
160	161	139	Arcuate fasciculus inferior LH	No network found	TempPar	0.0681963047194455	0.9163546999352152	0.0005616548723681	-38.017432334451364	-46.83416613003796	14.428048483672782
161	162	140	Precentral sulcus superior RH	DorsAttnB	DorsAttnB	0.5874895122701025	0.1260325249270703	0.1080495851402246	27.652475470864346	-4.088111852483351	57.33421375295194
162	163	141	Intraparietal sulcus anterior LH	ContA	ContA	0.4619434445081471	0.352568903354957	0.0523127879800612	-47.15422580636427	-40.06894564765241	46.076726774197866
163	164	142	Frontal pole inferior	LimbicA	LimbicB	0.0914895051513832	0.1135139551183836	0.0052071840901235	-16.558369923316903	60.909750801171384	-9.00374976969914
