	Region	Difumo_Component	Difumo_names	Yeo_networks7	Yeo_networks17	GM	WM	CSF	x	y	z
36	37	29	Internal capsule posterior limb RH	No network found	No network found	0.2051222135569413	0.5935911436327561	0.0016950324254416	25.09937656509686	-26.06435052709945	2.6622045838763313
37	38	30	Cingulate gyrus middle inferior	ContA	ContC	0.4685933685726026	0.2239609620652075	0.0781434201487258	0.691254091021122	-2.345251336828767	29.715585684717027
38	39	31	Caudate RH	No network found	No network found	0.1181731970169375	0.1348646582471049	0.001529175265322	-15.52281464629337	0.693709058750386	15.349901741738734
39	40	31	Caudate RH	No network found	No network found	0.3842358037590487	0.1933080219483256	0.0131411518920426	13.749580406644839	3.954385762622337	14.311605902744546
40	41	32	Superior frontal sulcus anterior RH	ContA	ContB	0.4436386205012803	0.4813141640827732	0.033869865461501	25.400295826043262	54.37825029429874	12.380726251250493
41	42	33	Pars orbitalis RH	DefaultB	DefaultB	0.5397695765404387	0.2424623563128106	0.0411958263678612	48.955499195718005	37.02740763708965	-10.537455503958682
42	43	34	Cerebellum VIIb	No network found	No network found	0.6391684952982544	0.0934419059112744	0.0813309481321424	0.06388274565927077	-72.63019370080258	-34.1847838520925
43	44	35	Intraparietal sulcus anterior LH	DorsAttnB	DorsAttnB	0.4640067056169921	0.1273845150675428	0.1763239640858283	-45.50166667128228	-40.58518767551925	55.76427315351904
44	45	36	Superior longitudinal fasciculus I posterior RH	No network found	No network found	0.0003898261239122	0.0372070556078659	6.223799655586867e-07	-20.01131358377259	-55.24998635431298	37.50548916319194
45	46	36	Superior longitudinal fasciculus I posterior RH	No network found	No network found	0.0271177497300459	0.8104880580263025	0.0001016580384877	22.782254177501997	-50.82587843987547	36.01091714214124
46	47	37	Superior longitudinal fasciculus II middle RH	No network found	No network found	0.0189601380437834	0.8836000312105001	3.086076945181682e-05	26.278906876734865	-24.456548309850646	33.909287075189
47	48	38	Angular gyrus postero-inferior RH	DefaultB	DefaultC	0.5052806057263178	0.1185288056846235	0.0547002749316845	46.33071075932236	-59.355052059150765	24.708002005703918
48	49	39	Cerebrospinal fluid (between middle frontal gyrus and skull)	DefaultB	DefaultB	0.1954877161523804	0.0107447673852152	0.0477195677294463	-25.319381014372496	56.8034971020532	34.04406115647285
49	50	39	Cerebrospinal fluid (between middle frontal gyrus and skull)	DefaultB	DefaultB	0.144658498390065	0.0055424971895801	0.0427288923814699	18.946984138146277	58.19593336764132	36.38926840889263
50	51	40	Cerebellum III anterior	LimbicA	DefaultC	0.1735156725291117	0.0361020945131979	0.1178579634243141	-19.11641758862612	-26.532545400927418	-28.81788127220002
51	52	40	Cerebellum III anterior	LimbicA	DefaultC	0.168484717364158	0.0636469258219307	0.1119326139205749	17.77457782799766	-26.38814221740867	-28.934796988396997
52	53	41	Central sulcus middle RH	SomMotA	SomMotA	0.3643654600190752	0.2268216274620071	0.1025973541510129	42.6566164164723	-19.755036388606726	56.36604010625851
53	54	42	Cerebrospinal fluid (between interhemispheric fissure and superior frontal gyrus superio )	SalVentAttnA	SalVentAttnA	0.4093246055557311	0.0364845141025802	0.1875139850542067	0.5240641045582919	-4.442143714905697	73.48394730195497
54	55	43	Superior frontal gyrus superior RH	DefaultB	DefaultB	0.4895939414286485	0.193141627306959	0.0457478090689322	13.141965012633591	35.726792734627736	52.8450219473761
55	56	44	Frontal pole superior RH	DefaultB	DefaultA	0.4326890007247126	0.0764813844286844	0.074923336199648	18.727441939733794	66.52399452261025	18.232896999347076
56	57	45	Postcentral sulcus LH	DorsAttnB	DorsAttnB	0.53765272013996	0.2221326405500969	0.0753552335979268	-41.09820799399228	-31.664306234317877	43.00150450767855
57	58	46	Frontomarginal gyrus	DefaultB	DefaultA	0.2248262113271798	0.2646586668888103	0.018407169001952	-16.093620693334387	63.57037972845822	13.158475786567692
58	59	46	Frontomarginal gyrus	DefaultB	DefaultA	0.0802849515397214	0.108856230791653	0.0037805932392684	12.606660795943824	64.21357472601787	10.694065020485013
59	60	47	Paracingulate sulcus posterior RH	SalVentAttnA	SalVentAttnA	0.408115122405372	0.0823503988898614	0.1420791152781804	4.16408052491262	0.9835541083640749	55.38089500405857
60	61	48	Middle frontal gyrus mid-anterior LH	ContA	SalVentAttnB	0.5156354189013997	0.1206751756262477	0.0828642048825454	-40.503324096658545	49.05319820947099	23.776854341301586
61	62	49	Middle frontal gyrus posterior lateral RH	ContA	ContB	0.4536570004376846	0.1908785363912735	0.0865873696935566	51.57850955979592	25.333142058377973	31.23254261641931
62	63	50	Intraparietal sulcus superior LH	ContA	ContB	0.3456480555211488	0.0625806873105686	0.1573899463218394	-36.39370090205756	-63.79978683453274	58.957656366758414
63	64	51	Ventromedial prefrontal cortex	DefaultB	DefaultA	0.6380949164380586	0.0962322250568469	0.124558434367541	3.7951935503764815	47.421767340632044	3.032344786636969
64	65	52	Lingual gyrus posterior	VisCent	VisCent	0.5735908564838251	0.1377219658039416	0.1117163727489834	-2.0450148985685246	-85.24409506006442	-10.329004453398639
65	66	53	Insula antero-superior RH	SalVentAttnA	SalVentAttnA	0.6053208833595239	0.0627871118257422	0.099193035343825	42.55854688132973	10.998447968811348	0.803191718079816
66	67	54	Caudate superior	No network found	No network found	0.0814580470170381	0.3092326409109241	0.01361634778411	-21.94040436226294	16.88259478677145	12.279189629718047
67	68	54	Caudate superior	No network found	No network found	0.1583440344573796	0.3164139985483581	0.0375985997965448	18.478129048060467	19.414159052159334	12.773532842614188
68	69	55	Parieto-occipital sulcus mid-posterior	ContA	ContC	0.3390740744064157	0.3233974679942727	0.0427538925699692	13.674603141238094	-66.59711077748152	36.464071323187596
69	70	56	Globus pallidus anterior	No network found	SalVentAttnB	0.1754764261700486	0.1981342632625037	0.0002786022337212	-16.756413190945437	7.75689684556923	-1.065036938772991
70	71	56	Globus pallidus anterior	No network found	SalVentAttnB	0.1525569398969166	0.184175241343954	9.22558413406287e-05	14.372094427856581	8.91602605070969	0.09770812829827946
71	72	57	Superior longitudinal fasciculus I anterior LH	No network found	No network found	0.0377589399808722	0.7905272939792676	0.0002398062962151	-27.028557898696988	3.36082238340893	41.16012837698979
72	73	58	Superior longitudinal fasciculus I anterior RH	No network found	No network found	0.0310897821372979	0.8945226418376674	0.0001499382293549	25.88429386124143	7.962208169984763	37.714877548963514
73	74	59	Precentral sulcus mid-inferior LH	DorsAttnB	ContA	0.4627937547601503	0.1904157291643199	0.0505234675624371	-44.43738196387917	5.751578812634307	30.89945745843991
74	75	60	Cerebellum VI superior medial	No network found	No network found	0.7716353498025931	0.0204447745310987	0.1500322566521172	7.080357810740736	-74.81079743244639	-17.11948651621629
75	76	61	Postcentral sulcus inferior RH	DorsAttnB	DorsAttnB	0.2390407012510346	0.5228031863786071	0.012804297012802	45.650470968094425	-24.95073479352496	35.77217674123308
76	77	62	Cuneus middle posterior RH	VisCent	VisPeri	0.3158711765849302	0.273470787274612	0.0417556755716381	16.081029399836765	-89.17474504651231	26.519323662678488
77	78	63	Cerebrospinal fluid (between middle frontal gyrus superior and skull LH)	DefaultB	ContB	0.4508905037400657	0.0492848510340105	0.1216470069138101	-33.71731910172893	13.797839382707252	61.76253784146519
78	79	64	Paracingulate gyrus posterior LH	SomMotA	SomMotA	0.5640539563484659	0.2332528129978882	0.1114751546855027	-4.295918620254525	-6.385010152889734	51.81341262091527
79	80	65	Precentral gyrus mid-superior 	SomMotA	DorsAttnB	0.0943681063156303	0.0174718437943457	0.043027821222243	-30.162865416354904	-6.5546501772213475	70.26681307661232
80	81	65	Precentral gyrus mid-superior 	SomMotA	DorsAttnB	0.3253281371638465	0.0586192526249863	0.1277466060360668	31.511193787198152	-3.874842838616104	68.48229380027556
81	82	66	Superior temporal gyrus mid-anterior LH	DefaultB	TempPar	0.6643107190567423	0.0798581776991788	0.0886567875445336	-57.660181562509564	-2.5412476057349522	-13.550411904434043
82	83	67	Fusiform gyrus anterior	VisCent	DefaultC	0.4378842634365832	0.092146971337275	0.0370330843137926	-26.37586014714425	-44.63046495053872	-11.587997151065323
83	84	67	Fusiform gyrus anterior	VisCent	DefaultC	0.304306233187628	0.0570878260070281	0.0224990584731145	27.383682838091048	-38.880438502646356	-13.68457180608847
84	85	68	Superior frontal gyrus medial anterior	DefaultB	DefaultA	0.5766948028716138	0.0903153730112884	0.1908780065896901	0.5935421731477248	58.704847582583795	12.427962675800984
85	86	69	Superior frontal gyrus mid-posterior 	ContA	SalVentAttnB	0.0570515470543388	0.0547592914165996	0.0045051255702572	-16.4263299350811	11.472080236473545	61.35445231783322
86	87	69	Superior frontal gyrus mid-posterior 	ContA	SalVentAttnB	0.3740254930756365	0.3061162454230894	0.0299415660864085	14.042194268094605	13.876243748553435	61.19820960049054
87	88	70	Cerebellum IX	No network found	No network found	0.4472781643542651	0.1123206423423045	0.0584615051207145	-0.3809675325007049	-56.95565707496982	-34.64657086054048
88	89	71	Thalamus posterior	No network found	No network found	0.3064881711778269	0.1002922247509427	0.0037149135170024	-12.877140570576884	-23.39969773474074	9.65226890073339
89	90	72	Globus pallidus RH	No network found	No network found	0.0232869771237293	0.1409877985333921	0.0003110333497129	-25.871623913905992	-27.700045122992762	11.271843604991673
90	91	72	Globus pallidus RH	No network found	No network found	0.1366377016964209	0.6109803255488495	0.0001489893371877	24.627221867610302	-20.27114184946393	13.825665624288106
91	92	73	Postcentral sulcus RH	SomMotA	SomMotA	0.3588593609729911	0.3869430917349218	0.0544737967545203	49.41518744853252	-24.836530519963148	50.4618339723871
92	93	74	Thalamus superior	No network found	No network found	0.2558489210999897	0.2503991831255815	5.808381299850669e-05	-12.789408883068717	-13.075804398068414	10.707935428802259
93	94	74	Thalamus superior	No network found	No network found	0.2177164638451492	0.2063664104249673	2.636375790476916e-05	12.16632477503353	-10.98758688857555	10.609633106021278
94	95	75	Superior occipital sulcus superior LH	DorsAttnB	DorsAttnA	0.4495227098996098	0.2957818806708174	0.1098778499120941	-24.643015771973538	-70.19950857997672	48.743504834267156
95	96	76	Supramarginal gyrus posterior LH	ContA	SalVentAttnB	0.6052612464410476	0.2231616979420695	0.0861364187316598	-60.023294638599666	-44.4268777315891	39.3535442243024
96	97	77	Gyrus rectus	LimbicA	LimbicB	0.5514678851554853	0.2771048958711916	0.11418430818787	-1.1217395855142769	52.25767822781009	-14.763057841007232
97	98	78	Anterior occipital sulcus RH	VisCent	VisCent	0.4783457383395276	0.2521050643187966	0.0251299065261918	44.864429134952104	-68.87776426358866	-5.335236787748073
98	99	79	Lateral fissure anterior	SalVentAttnA	TempPar	0.0529347255814838	0.0001839793132341	0.0483593311021144	-51.470243836268224	17.03938204415749	-7.370152805275779
99	100	79	Lateral fissure anterior	SalVentAttnA	TempPar	0.4194687496888126	0.0197000309484729	0.2397518680250284	50.51417896934058	18.972411361827426	-6.5974799852509705
100	101	80	Corona radiata posterior LH	No network found	No network found	0.0126506239675651	0.7052591994710903	2.2491929950979157e-05	-27.02597644833419	-46.94718728495711	27.341711106284947
101	102	81	Cerebellum V anterior	VisCent	DefaultC	0.3576677244049114	0.0052407356128835	0.0627669442251451	-18.348404103853426	-40.87954609195128	-18.469398273836205
102	103	81	Cerebellum V anterior	VisCent	DefaultC	0.4029465209927091	0.0075149420260185	0.0703202287143205	17.882607339424055	-40.15033487990466	-19.230027087707185
103	104	82	Parieto-occipital sulcus mid-anterior	VisCent	DefaultC	0.4066885465818897	0.0473311527702011	0.0648465174693371	-14.283228065635285	-60.93406712376404	11.593068706324559
104	105	82	Parieto-occipital sulcus mid-anterior	VisCent	DefaultC	0.2173275185131373	0.0323645024455886	0.0235451485151492	14.539074759013332	-57.294830706149796	11.24552544207711
105	106	83	Hippocampus anterior	No network found	No network found	0.3630049761940754	0.0729315878562714	0.0573488535576749	-24.623794601987385	-17.06205800702618	-14.172808622341101
106	107	83	Hippocampus anterior	No network found	No network found	0.3223224459560408	0.0694514717049368	0.0497545566306621	25.47365589388984	-14.911810452257441	-14.229962037804661
107	108	84	Superior frontal gyrus mid-anterior LH	DefaultB	DefaultB	0.474728178426669	0.3084488458191861	0.044475777152599	-16.708433333232378	43.61534776826673	43.06223823378886
108	109	85	Cerebellum Crus II anterior LH	No network found	No network found	0.6643468146941895	0.2494251217434442	0.0279530643325517	-38.94430152461212	-66.14397315795377	-42.85997817743516
109	110	86	Intraparietal sulcus middle RH	DorsAttnB	ContA	0.5078002791446139	0.2980307862898865	0.0593059897288687	39.005751112261834	-41.983341761376735	41.861564561240826
110	111	87	Parieto-occipital sulcus posterior lateral	VisCent	VisPeri	0.1997984622226314	0.303401711530306	0.021018010158388	-18.28801447261968	-84.38138227934891	36.12638802370705
111	112	87	Parieto-occipital sulcus posterior lateral	VisCent	VisPeri	0.0844736080123127	0.1029624240796148	0.0108869271935009	22.033529051946857	-83.911795563807	37.602743567944515
112	113	88	Occipital pole LH	VisCent	VisCent	0.4560470254986323	0.4042193363805866	0.0606203142354213	-12.176906601843001	-99.55317090139508	7.87818548286495
113	114	89	Corticospinal tract superior	No network found	No network found	0.0075504975774535	0.5284230480684086	2.9294340531346342e-06	-24.832116723053815	-18.420548707284425	42.0529687019085
114	115	89	Corticospinal tract superior	No network found	No network found	0.0062313570845287	0.332976732533904	1.7237157681289592e-06	23.990145257226587	-15.259822251977852	43.556442582339
115	116	90	Cingulate gyrus middle superior	SalVentAttnA	SalVentAttnA	0.6680218362478336	0.0319703364264406	0.1893881361451131	0.3956491685985384	2.5430101666436826	41.2247831298135
116	117	91	Parieto-occipital sulcus anterior	DefaultB	DefaultC	0.4096882044439949	0.1883026846033146	0.0223870293561205	-11.67244498750972	-56.50327708961022	16.68485303325471
117	118	92	Cererbrospinal fluid (between callosomarginal sulcus and skull LH)	DorsAttnB	DorsAttnB	0.4203180887567262	0.0758424312078206	0.2339859955122783	-3.474980272146297	-48.0974838754685	72.13863029357111
118	119	93	Occipitotemporal gyrus posterior RH	DorsAttnB	DorsAttnA	0.5013937539350755	0.3005817794419791	0.0211901376141771	47.98090753959602	-55.38309002987397	-10.291820276802966
119	120	94	Insula postero-superior lateral LH	SomMotA	SomMotB	0.6381005648729742	0.2385170383882488	0.0559639175800323	-41.59978158001485	-13.510094683339773	17.748079229032555
120	121	95	Superior frontal gyrus posterior LH	DorsAttnB	DorsAttnB	0.405655426222555	0.1113936501496757	0.1247567309220385	-25.230080459755527	2.330002532938778	64.34081769106925
121	122	95	Superior frontal gyrus posterior LH	DorsAttnB	DorsAttnB	0.0473528442065215	0.0125866909631013	0.0152295853659687	26.938078272532948	6.36174331426318	63.827506446199095
122	123	96	Inferior frontal sulcus middle RH	ContA	ContA	0.5126305409296316	0.1964455315046959	0.0596786082731287	45.30952993260169	33.656089087677316	18.68250178749099
123	124	97	Postcentral gyrus middle LH	SomMotA	SomMotA	0.3741405775358092	0.1372991804096665	0.1211369681784164	-55.167653428063105	-25.04824147553765	52.69540354099274
124	125	98	Arcuate fasciculus postero-inferior LH	No network found	SomMotB	0.0723024864284785	0.9010064446685904	0.0006218460828758	-37.48090617148972	-45.34395696360028	16.885351379044877
125	126	99	Angular gyrus anterior RH	SalVentAttnA	SalVentAttnB	0.5343636261138157	0.1727468123110929	0.0891060025739807	63.94384361996714	-33.26306213025269	42.097835839279256
126	127	100	Angular sulcus inferior RH	DefaultB	DefaultA	0.4551753256277493	0.373997467311843	0.0330979504365571	53.03537690545903	-49.786328975505526	23.168932376968186
127	128	101	Temporal pole LH	DefaultB	DefaultB	0.5687878583864379	0.0904377801695874	0.0533614226146611	-50.309847075415114	11.36675022233814	-31.452275161623312
128	129	102	Paracentral lobule inferior LH	SomMotA	SomMotA	0.5223706023448571	0.1711806312933889	0.1598168429097671	-2.3340858254668433	-21.37632977718316	51.94886551225545
129	130	103	Precentral sulcus medial	SomMotA	SomMotA	0.5119419314803949	0.1424035129111209	0.1951715363138525	1.412200059106297	-14.197618255258675	61.213132614718944
130	131	104	Dorsomedial prefrontal cortex LH	DefaultB	DefaultB	0.6056099518884521	0.1706429038861033	0.2006582110250938	-3.242490253476305	43.76793304377571	38.97689490785933
131	132	105	Amygdala inferior	No network found	LimbicA	0.4343955642772748	0.0177185697566686	0.0272271793233273	-24.886970726679976	-6.965420865793391	-21.575605513213745
132	133	105	Amygdala inferior	No network found	LimbicA	0.3901742665851109	0.0075010879024888	0.022555801838836	23.267536206824573	-6.074641645735312	-21.376051158822932
133	134	106	Perirhinal cortex	LimbicA	LimbicA	0.1337227789619509	0.069588380271357	0.006966279090481	-29.47551279517299	-2.6015707952946627	-30.7312616940146
134	135	106	Perirhinal cortex	LimbicA	LimbicA	0.3148391675435826	0.1965410794663279	0.018495944051988	30.291934666503124	-3.080310941737366	-30.2565451555991
135	136	107	Cuneus middle	VisCent	VisPeri	0.5817231347658285	0.1886055467641023	0.096895046720568	1.9844225414736059	-82.00838661388816	12.942036545875396
136	137	108	Callosomarginal sulcus middle	SomMotA	SomMotA	0.0769726094894764	0.1994670850199655	0.0039913531620551	-13.753990675645568	-32.92499032239628	53.59676743467162
137	138	108	Callosomarginal sulcus middle	SomMotA	SomMotA	0.1051383287972492	0.348725852098197	0.0042751174100922	12.932465827775488	-31.675495376310636	53.87922570228008
138	139	109	Lunate sulcus RH	VisCent	VisCent	0.4226817514896838	0.458444410873248	0.0303288024252202	26.715429993638523	-92.17712333915179	8.87202319314909
139	140	110	Putamen superior	No network found	No network found	0.015298903868184	0.1679809712436826	3.5227589659700942e-06	-25.095376093434837	2.8389998673185346	17.624418809725
140	141	110	Putamen superior	No network found	No network found	0.0788604269204469	0.6084680049399508	1.6008426451531094e-05	25.263748915598455	1.6975972550925746	16.957451341309167
141	142	111	Putamen LH	No network found	No network found	0.3773008591514194	0.4783481384162897	1.6489463460003347e-05	-26.61519465966977	-0.4056139917063035	8.715148660142319
142	143	112	Frontal pole	DefaultB	DefaultA	0.4553520638076203	0.0513256280660193	0.1152541632436932	-18.39585365209122	69.63531927767747	12.908145334898492
143	144	113	Forceps minor	No network found	No network found	0.0016122885031978	0.4545338500513981	6.392325600083686e-07	-23.498526627609394	37.69317191972834	4.43896077008263
144	145	113	Forceps minor	No network found	No network found	0.0011061950499515	0.3298608866844343	2.300610162445474e-06	23.29457488097411	36.83124718657487	5.813663385545723
145	146	114	Superior temporal gyrus medial anterior	LimbicA	LimbicA	0.3172916057372136	0.0364182093937974	0.1528277965356794	-41.63451620614891	12.340771719062104	-20.832336384278165
146	147	114	Superior temporal gyrus medial anterior	LimbicA	LimbicA	0.2659949524080034	0.0123131845780597	0.1398582415171728	38.19643173972719	15.721798452698152	-21.89531333738016
147	148	115	Middle frontal gyrus anterior RH	ContA	SalVentAttnB	0.5542370285566817	0.1799774693672205	0.083030636483445	26.197599136771757	55.50036103114175	25.90526692162406
148	149	116	Planum polare superior	SalVentAttnA	SomMotB	0.2967366281452914	0.0183360631792527	0.1438636518491383	-47.56360195882288	-5.809298826178434	-0.31794018553686954
149	150	116	Planum polare superior	SalVentAttnA	SomMotB	0.1583973669767985	0.0010843005688065	0.0942209324191005	46.44618184583621	-1.8949796543548416	-1.2580418080019626
150	151	117	Dorsomedial prefrontal cortex posterior	ContA	ContB	0.6072785703243432	0.0345756606188192	0.2409187183135013	0.7614422450657514	28.778192339096876	41.60629875823042
151	152	118	Superior frontal gyrus postero-superior LH	SalVentAttnA	SalVentAttnB	0.5681152463067931	0.133509299922586	0.0963881969523774	-11.022286245617806	9.673726937653754	68.91850182330481
152	153	119	Supramarginal gyrus postero-superior RH	ContA	ContB	0.5060740597776182	0.4281518591403336	0.0488990853948435	53.25410658491475	-43.1214150334726	43.70229860681178
153	154	120	Amygdala	No network found	No network found	0.2517031780212032	0.033162335790101	0.0412312509379183	-23.612746984450823	0.4271477640362775	-14.34976947595166
154	155	120	Amygdala	No network found	No network found	0.3591317845515144	0.0578192208743069	0.0652411775959304	22.696154596944353	1.8699533523361538	-14.261291347238988
155	156	121	Cerebellum VI medial RH	No network found	No network found	0.8043601096549025	0.0725475326331729	0.0193892820175065	26.775445835121175	-53.83159561745558	-25.200903160406924
156	157	122	Lingual gyrus medial	VisCent	VisPeri	0.6585039892141771	0.0736075551357309	0.2235669894889053	0.5796420771705897	-66.8259898575482	6.900922501180887
157	158	123	Cuneus anterior RH	VisCent	VisPeri	0.4087472641449048	0.3915507595689135	0.0429595887833472	12.982168053366337	-72.68979352381255	21.730119157518715
158	159	124	Superior frontal sulcus middle LH	DefaultB	DefaultA	0.489019103301663	0.1957877347809638	0.0816364898075322	-23.714429161453353	17.403336173575383	52.14828277500425
159	160	125	Cerebellum IX inferior	No network found	No network found	0.4859299468678326	0.3108722423177199	0.0507583304411361	-1.0241755917767392	-52.14873708028087	-40.89847446017693
160	161	126	Cingulum anterior	No network found	SalVentAttnB	0.0335421383820858	0.1601820306647091	0.0003277736180313	-11.446657017490836	30.44899362003042	16.96011886861855
161	162	126	Cingulum anterior	No network found	SalVentAttnB	0.0461703226140391	0.2976036953483233	0.000316342463422	12.197889980937433	30.884335014737673	17.62879378039574
162	163	126	Cingulum anterior	No network found	SalVentAttnB	0.049788441865235	0.2216294175355311	0.0008976580347195	38.949637079676535	19.57888296185132	19.540002696647477
163	164	127	Inferior temporal sulcus mid-posterior RH	DorsAttnB	ContA	0.6511371999842764	0.2454693269785003	0.036572724138453	61.11730942311243	-47.002381791015665	-10.680196497094329
164	165	128	Cerebellum VI superior LH	No network found	VisPeri	0.7311462775717329	0.0155438581951317	0.1407135298411275	-13.006294728452318	-61.78762109281135	-14.209823332333357
165	166	129	Optic radiation LH	No network found	No network found	0.0460310562639301	0.7952165169504739	0.000191565522646	-30.435225312093507	-61.83871557481169	20.106495303017013
